_id,beachId,beachName,siteName,collectionDate,eColi,comments,geometry
10566,2,Sunnyside Beach,20W,2016-07-27,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10567,2,Sunnyside Beach,17W,2016-07-27,80,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10568,2,Sunnyside Beach,18W,2016-07-27,110,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10569,2,Sunnyside Beach,21W,2016-07-27,10,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10570,2,Sunnyside Beach,22W,2016-07-27,20,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10571,2,Sunnyside Beach,23W,2016-07-27,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10572,2,Sunnyside Beach,19W,2016-07-27,60,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10573,1,Marie Curtis Park East Beach,29W,2016-07-26,70,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10574,1,Marie Curtis Park East Beach,33W,2016-07-26,20,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10575,1,Marie Curtis Park East Beach,32W,2016-07-26,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10576,1,Marie Curtis Park East Beach,31W,2016-07-26,30,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10577,1,Marie Curtis Park East Beach,30W,2016-07-26,10,<,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10578,2,Sunnyside Beach,20W,2016-07-26,430,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10579,2,Sunnyside Beach,17W,2016-07-26,330,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10580,2,Sunnyside Beach,18W,2016-07-26,200,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10581,2,Sunnyside Beach,21W,2016-07-26,360,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10582,2,Sunnyside Beach,22W,2016-07-26,320,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10583,2,Sunnyside Beach,23W,2016-07-26,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10584,2,Sunnyside Beach,19W,2016-07-26,160,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10585,1,Marie Curtis Park East Beach,29W,2016-07-25,50,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10586,1,Marie Curtis Park East Beach,33W,2016-07-25,20,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10587,1,Marie Curtis Park East Beach,32W,2016-07-25,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10588,1,Marie Curtis Park East Beach,31W,2016-07-25,20,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10589,1,Marie Curtis Park East Beach,30W,2016-07-25,30,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10590,2,Sunnyside Beach,20W,2016-07-25,4300,est,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10591,2,Sunnyside Beach,17W,2016-07-25,1100,est,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10592,2,Sunnyside Beach,18W,2016-07-25,2600,est,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10593,2,Sunnyside Beach,21W,2016-07-25,5900,est,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10594,2,Sunnyside Beach,22W,2016-07-25,190,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10595,2,Sunnyside Beach,23W,2016-07-25,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10596,2,Sunnyside Beach,19W,2016-07-25,2100,est,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10597,1,Marie Curtis Park East Beach,29W,2016-07-24,10,<10,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10598,1,Marie Curtis Park East Beach,33W,2016-07-24,10,<10,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10599,1,Marie Curtis Park East Beach,32W,2016-07-24,10,<10,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10600,1,Marie Curtis Park East Beach,31W,2016-07-24,10,<10,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10601,1,Marie Curtis Park East Beach,30W,2016-07-24,10,<10,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10602,2,Sunnyside Beach,20W,2016-07-24,20,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10603,2,Sunnyside Beach,17W,2016-07-24,20,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10604,2,Sunnyside Beach,18W,2016-07-24,30,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10605,2,Sunnyside Beach,21W,2016-07-24,10,<10,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10606,2,Sunnyside Beach,22W,2016-07-24,10,<10,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10607,2,Sunnyside Beach,23W,2016-07-24,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10608,2,Sunnyside Beach,19W,2016-07-24,10,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10609,1,Marie Curtis Park East Beach,29W,2016-07-23,10,<10,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10610,1,Marie Curtis Park East Beach,33W,2016-07-23,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10611,1,Marie Curtis Park East Beach,32W,2016-07-23,10,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10612,1,Marie Curtis Park East Beach,31W,2016-07-23,10,<10,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10613,1,Marie Curtis Park East Beach,30W,2016-07-23,10,<10,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10614,2,Sunnyside Beach,21W,2016-07-23,20,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10615,2,Sunnyside Beach,17W,2016-07-23,40,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10616,2,Sunnyside Beach,18W,2016-07-23,20,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10617,2,Sunnyside Beach,22W,2016-07-23,10,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10618,2,Sunnyside Beach,23W,2016-07-23,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10619,2,Sunnyside Beach,19W,2016-07-23,30,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10620,2,Sunnyside Beach,20W,2016-07-23,10,<10,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10621,1,Marie Curtis Park East Beach,29W,2016-07-22,10,<,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10622,1,Marie Curtis Park East Beach,33W,2016-07-22,60,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10623,1,Marie Curtis Park East Beach,32W,2016-07-22,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10624,1,Marie Curtis Park East Beach,31W,2016-07-22,10,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10625,1,Marie Curtis Park East Beach,30W,2016-07-22,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10626,2,Sunnyside Beach,21W,2016-07-22,30,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10627,2,Sunnyside Beach,17W,2016-07-22,50,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10628,2,Sunnyside Beach,18W,2016-07-22,30,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10629,2,Sunnyside Beach,22W,2016-07-22,430,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10630,2,Sunnyside Beach,23W,2016-07-22,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10631,2,Sunnyside Beach,19W,2016-07-22,410,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10632,2,Sunnyside Beach,20W,2016-07-22,50,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10633,1,Marie Curtis Park East Beach,29W,2016-07-21,100,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10634,1,Marie Curtis Park East Beach,33W,2016-07-21,70,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10635,1,Marie Curtis Park East Beach,32W,2016-07-21,50,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10636,1,Marie Curtis Park East Beach,31W,2016-07-21,40,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10637,1,Marie Curtis Park East Beach,30W,2016-07-21,100,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10638,2,Sunnyside Beach,21W,2016-07-21,10,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10639,2,Sunnyside Beach,17W,2016-07-21,10,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10640,2,Sunnyside Beach,18W,2016-07-21,30,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10641,2,Sunnyside Beach,22W,2016-07-21,20,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10642,2,Sunnyside Beach,23W,2016-07-21,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10643,2,Sunnyside Beach,19W,2016-07-21,60,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10644,2,Sunnyside Beach,20W,2016-07-21,20,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10645,1,Marie Curtis Park East Beach,29W,2016-07-20,10,<,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10646,1,Marie Curtis Park East Beach,33W,2016-07-20,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10647,1,Marie Curtis Park East Beach,32W,2016-07-20,10,<,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10648,1,Marie Curtis Park East Beach,31W,2016-07-20,10,<,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10649,1,Marie Curtis Park East Beach,30W,2016-07-20,10,<,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10650,2,Sunnyside Beach,21W,2016-07-20,10,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10651,2,Sunnyside Beach,17W,2016-07-20,20,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10652,2,Sunnyside Beach,18W,2016-07-20,30,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10653,2,Sunnyside Beach,22W,2016-07-20,60,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10654,2,Sunnyside Beach,23W,2016-07-20,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10655,2,Sunnyside Beach,19W,2016-07-20,20,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10656,2,Sunnyside Beach,20W,2016-07-20,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10657,1,Marie Curtis Park East Beach,29W,2016-07-19,10,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10658,1,Marie Curtis Park East Beach,33W,2016-07-19,20,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10659,1,Marie Curtis Park East Beach,32W,2016-07-19,10,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10660,1,Marie Curtis Park East Beach,31W,2016-07-19,10,<,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10661,1,Marie Curtis Park East Beach,30W,2016-07-19,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10662,2,Sunnyside Beach,21W,2016-07-19,10,<,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10663,2,Sunnyside Beach,17W,2016-07-19,10,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10664,2,Sunnyside Beach,18W,2016-07-19,20,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10665,2,Sunnyside Beach,22W,2016-07-19,10,<,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10666,2,Sunnyside Beach,23W,2016-07-19,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10667,2,Sunnyside Beach,19W,2016-07-19,10,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10668,2,Sunnyside Beach,20W,2016-07-19,10,<,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10669,1,Marie Curtis Park East Beach,29W,2016-07-18,40,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10670,1,Marie Curtis Park East Beach,33W,2016-07-18,20,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10671,1,Marie Curtis Park East Beach,32W,2016-07-18,20,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10672,1,Marie Curtis Park East Beach,31W,2016-07-18,60,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10673,1,Marie Curtis Park East Beach,30W,2016-07-18,10,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10674,2,Sunnyside Beach,21W,2016-07-18,100,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10675,2,Sunnyside Beach,17W,2016-07-18,70,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10676,2,Sunnyside Beach,18W,2016-07-18,120,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10677,2,Sunnyside Beach,22W,2016-07-18,240,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10678,2,Sunnyside Beach,23W,2016-07-18,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10679,2,Sunnyside Beach,19W,2016-07-18,100,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10680,2,Sunnyside Beach,20W,2016-07-18,100,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10681,1,Marie Curtis Park East Beach,29W,2016-07-17,30,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10682,1,Marie Curtis Park East Beach,33W,2016-07-17,270,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10683,1,Marie Curtis Park East Beach,32W,2016-07-17,160,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10684,1,Marie Curtis Park East Beach,31W,2016-07-17,170,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10685,1,Marie Curtis Park East Beach,30W,2016-07-17,30,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10686,2,Sunnyside Beach,21W,2016-07-17,10,<10,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10687,2,Sunnyside Beach,17W,2016-07-17,30,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10688,2,Sunnyside Beach,18W,2016-07-17,40,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10689,2,Sunnyside Beach,22W,2016-07-17,10,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10690,2,Sunnyside Beach,23W,2016-07-17,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10691,2,Sunnyside Beach,19W,2016-07-17,10,<10,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10692,2,Sunnyside Beach,20W,2016-07-17,10,<10,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10693,1,Marie Curtis Park East Beach,29W,2016-07-16,40,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10694,1,Marie Curtis Park East Beach,33W,2016-07-16,40,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10695,1,Marie Curtis Park East Beach,32W,2016-07-16,40,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10696,1,Marie Curtis Park East Beach,31W,2016-07-16,110,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10697,1,Marie Curtis Park East Beach,30W,2016-07-16,80,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10698,2,Sunnyside Beach,21W,2016-07-16,30,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10699,2,Sunnyside Beach,17W,2016-07-16,20,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10700,2,Sunnyside Beach,18W,2016-07-16,30,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10701,2,Sunnyside Beach,22W,2016-07-16,10,<10,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10702,2,Sunnyside Beach,23W,2016-07-16,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10703,2,Sunnyside Beach,19W,2016-07-16,20,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10704,2,Sunnyside Beach,20W,2016-07-16,20,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10705,1,Marie Curtis Park East Beach,29W,2016-07-15,1500,est,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10706,1,Marie Curtis Park East Beach,33W,2016-07-15,730,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10707,1,Marie Curtis Park East Beach,32W,2016-07-15,1400,est,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10708,1,Marie Curtis Park East Beach,31W,2016-07-15,1800,est,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10709,1,Marie Curtis Park East Beach,30W,2016-07-15,1700,est,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10710,2,Sunnyside Beach,21W,2016-07-15,430,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10711,2,Sunnyside Beach,17W,2016-07-15,500,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10712,2,Sunnyside Beach,18W,2016-07-15,290,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10713,2,Sunnyside Beach,22W,2016-07-15,470,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10714,2,Sunnyside Beach,23W,2016-07-15,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10715,2,Sunnyside Beach,19W,2016-07-15,590,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10716,2,Sunnyside Beach,20W,2016-07-15,220,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10717,1,Marie Curtis Park East Beach,29W,2016-07-14,150,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10718,1,Marie Curtis Park East Beach,33W,2016-07-14,220,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10719,1,Marie Curtis Park East Beach,32W,2016-07-14,50,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10720,1,Marie Curtis Park East Beach,31W,2016-07-14,130,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10721,1,Marie Curtis Park East Beach,30W,2016-07-14,120,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10722,2,Sunnyside Beach,21W,2016-07-14,80,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10723,2,Sunnyside Beach,17W,2016-07-14,100,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10724,2,Sunnyside Beach,18W,2016-07-14,330,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10725,2,Sunnyside Beach,22W,2016-07-14,60,None,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10726,2,Sunnyside Beach,23W,2016-07-14,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10727,2,Sunnyside Beach,19W,2016-07-14,180,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10728,2,Sunnyside Beach,20W,2016-07-14,70,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10729,1,Marie Curtis Park East Beach,29W,2016-07-13,20,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10730,1,Marie Curtis Park East Beach,33W,2016-07-13,10,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10731,1,Marie Curtis Park East Beach,32W,2016-07-13,80,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10732,1,Marie Curtis Park East Beach,31W,2016-07-13,60,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10733,1,Marie Curtis Park East Beach,30W,2016-07-13,70,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10734,2,Sunnyside Beach,21W,2016-07-13,10,<,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10735,2,Sunnyside Beach,17W,2016-07-13,50,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10736,2,Sunnyside Beach,18W,2016-07-13,240,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10737,2,Sunnyside Beach,22W,2016-07-13,10,<,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10738,2,Sunnyside Beach,23W,2016-07-13,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10739,2,Sunnyside Beach,19W,2016-07-13,100,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10740,2,Sunnyside Beach,20W,2016-07-13,30,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10741,1,Marie Curtis Park East Beach,29W,2016-07-12,20,None,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10742,1,Marie Curtis Park East Beach,33W,2016-07-12,70,None,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10743,1,Marie Curtis Park East Beach,32W,2016-07-12,40,None,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10744,1,Marie Curtis Park East Beach,31W,2016-07-12,20,None,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10745,1,Marie Curtis Park East Beach,30W,2016-07-12,30,None,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10746,2,Sunnyside Beach,21W,2016-07-12,10,None,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10747,2,Sunnyside Beach,17W,2016-07-12,20,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10748,2,Sunnyside Beach,18W,2016-07-12,90,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
10749,2,Sunnyside Beach,22W,2016-07-12,10,<,"{""coordinates"": [[-79.46005, 43.636723]], ""type"": ""MultiPoint""}"
10750,2,Sunnyside Beach,23W,2016-07-12,,None,"{""coordinates"": [[-79.461525, 43.63625]], ""type"": ""MultiPoint""}"
10751,2,Sunnyside Beach,19W,2016-07-12,10,None,"{""coordinates"": [[-79.45411, 43.63711]], ""type"": ""MultiPoint""}"
10752,2,Sunnyside Beach,20W,2016-07-12,40,None,"{""coordinates"": [[-79.45564, 43.637165]], ""type"": ""MultiPoint""}"
10753,1,Marie Curtis Park East Beach,29W,2016-07-11,10,<,"{""coordinates"": [[-79.539696, 43.58592]], ""type"": ""MultiPoint""}"
10754,1,Marie Curtis Park East Beach,33W,2016-07-11,10,<,"{""coordinates"": [[-79.540886, 43.58486]], ""type"": ""MultiPoint""}"
10755,1,Marie Curtis Park East Beach,32W,2016-07-11,10,<,"{""coordinates"": [[-79.54056, 43.58511]], ""type"": ""MultiPoint""}"
10756,1,Marie Curtis Park East Beach,31W,2016-07-11,10,<,"{""coordinates"": [[-79.54039, 43.585304]], ""type"": ""MultiPoint""}"
10757,1,Marie Curtis Park East Beach,30W,2016-07-11,10,<,"{""coordinates"": [[-79.540054, 43.58561]], ""type"": ""MultiPoint""}"
10758,2,Sunnyside Beach,21W,2016-07-11,10,<,"{""coordinates"": [[-79.45753, 43.63711]], ""type"": ""MultiPoint""}"
10759,2,Sunnyside Beach,17W,2016-07-11,10,None,"{""coordinates"": [[-79.451, 43.63639]], ""type"": ""MultiPoint""}"
10760,2,Sunnyside Beach,18W,2016-07-11,20,None,"{""coordinates"": [[-79.45267, 43.636612]], ""type"": ""MultiPoint""}"
